code,x,y,t,z,tmp,uwind,vwind,wind,hum,prec
136,128.9737,35.1052,14,18,6.204129507,1.371461013,-3.82203602,1.547136798,28.29793593,0.014530258
136,128.9737,35.1052,15,18,6.159104909,1.572184133,-3.92710935,1.563972517,28.86823911,0.010334736
136,128.9737,35.1052,16,22,5.197138847,2.351247062,-4.224845671,1.625876801,31.40781589,0.005245122
136,128.9737,35.1052,17,21,3.987836392,2.001950075,-4.167127226,1.500822464,36.16184643,0.004537808
136,128.9737,35.1052,18,23,2.63706071,1.766221244,-2.956220372,1.250073622,40.27629458,0.0090294
136,128.9737,35.1052,19,32,1.823554583,1.742090574,-2.787585656,1.027178682,43.36951777,0.005837876
136,128.9737,35.1052,20,35,1.157448624,1.785481423,-2.885940128,1.066297572,45.84590884,0.012699566
136,128.9737,35.1052,21,37,0.526413421,1.593500165,-3.605134238,1.109127425,47.81924432,0.010444384
136,128.9737,35.1052,22,36,0.162226796,2.561595662,-3.225575288,1.064964506,48.68627399,0.007318651
136,128.9737,35.1052,23,37,-0.337398399,1.921054278,-2.476112655,0.871411653,49.69936328,0.004045821
136,128.9737,35.1052,24,37,-0.675295122,2.235674262,-2.186705385,0.741747698,51.19542635,0.005323668
137,128.5739,35.2181,1,15,-1.655517003,0.243380003,-0.759621863,0.185356975,61.85947067,0.02508459
137,128.5739,35.2181,2,10,-1.301212061,0.324988051,-0.843498507,0.164742468,62.13493932,0.024793456
137,128.5739,35.2181,3,18,-0.467898298,0.448668046,-1.066197173,0.23248763,61.55975968,0.010213451
137,128.5739,35.2181,4,22,-0.362504808,0.420653948,-0.862682745,0.311851887,64.89465156,0.009745
137,128.5739,35.2181,5,20,-1.342953983,0.647111036,-1.210890088,0.382813215,68.89455411,0.018892944
137,128.5739,35.2181,6,25,-1.451618675,0.65746905,-0.729934837,0.311702226,71.50923437,0.019496066
137,128.5739,35.2181,7,26,-1.748117076,0.603386004,-1.012057214,0.378675177,71.23345308,0.023040317
137,128.5739,35.2181,8,28,-0.747241224,0.555629831,-1.324781884,0.515792941,67.57964451,0.02531509
137,128.5739,35.2181,9,23,1.406917613,0.805833998,-1.885321799,0.7927663,59.66405474,0.015033601
137,128.5739,35.2181,10,27,2.942897895,1.032110504,-4.04682046,1.376641278,50.5414054,0.021457676
137,128.5739,35.2181,11,28,3.753826353,1.526561221,-3.683374856,1.52073116,44.68977059,0.016067661
137,128.5739,35.2181,12,20,4.205477625,1.115599723,-4.661604802,1.584799361,42.71808515,0.024769736
137,128.5739,35.2181,13,15,4.853557004,1.380451186,-4.439976473,1.605963315,40.56254286,0.020769611
137,128.5739,35.2181,14,17,4.902627283,2.038541394,-3.698501234,1.602657672,41.17245208,0.016594283
137,128.5739,35.2181,15,18,4.780081833,1.876212641,-3.832443794,1.592638594,42.2935601,0.011166806
137,128.5739,35.2181,16,23,4.013645764,2.10771318,-4.311995857,1.645218489,43.56171534,0.005004542
137,128.5739,35.2181,17,34,3.216042328,2.199945208,-3.23615648,1.497881748,45.63637792,0.004068912
137,128.5739,35.2181,18,31,2.068074097,1.673167849,-2.608492528,1.206428807,49.68910193,0.006795343
137,128.5739,35.2181,19,35,0.924477828,1.296042828,-1.257665204,0.761855777,54.68669759,0.004595689
137,128.5739,35.2181,20,39,0.041385196,1.540288879,-0.701126225,0.612603923,57.75058969,0.009526589
137,128.5739,35.2181,21,34,-0.788737494,1.178358035,-0.328443086,0.603204133,60.85845618,0.008047048
137,128.5739,35.2181,22,38,-1.727600728,0.919894482,-0.640380437,0.451866738,64.20521943,0.005864096
137,128.5739,35.2181,23,41,-2.234905202,0.504175561,-0.460252414,0.235655211,65.98149586,0.003631965
137,128.5739,35.2181,24,36,-2.730087661,0.983418661,0.092323266,0.374049478,67.47319538,0.004597167
138,128.6025,35.2176,1,6,-1.737951981,0.252588161,-0.641965962,0.165191786,61.47251789,0.024690518
138,128.6025,35.2176,2,9,-1.417848487,0.325861886,-0.728385641,0.147733048,61.69925845,0.024578124
138,128.6025,35.2176,3,8,-0.602210562,0.440065893,-0.946886007,0.226804938,61.49140385,0.010109577
138,128.6025,35.2176,4,10,-0.476583969,0.379774198,-0.834086837,0.303152653,64.51613125,0.009713063
138,128.6025,35.2176,5,13,-1.459794684,0.630298642,-1.141989095,0.379173627,68.60706349,0.018802586
138,128.6025,35.2176,6,23,-1.541991281,0.63239452,-0.686657872,0.309994937,70.9069277,0.019320786
138,128.6025,35.2176,7,22,-1.76567572,0.584858699,-0.919807512,0.373562319,70.49425509,0.0228685
138,128.6025,35.2176,8,22,-0.728790503,0.50584188,-1.300466897,0.506099489,66.87945032,0.025153117
138,128.6025,35.2176,9,21,1.419406889,0.76127618,-1.864829135,0.78910271,59.26031104,0.014954776
138,128.6025,35.2176,10,22,2.96222679,0.981590124,-4.04524548,1.368736947,50.05788834,0.021250073
138,128.6025,35.2176,11,17,3.803938539,1.435250616,-3.715357999,1.511460233,44.24241594,0.015864582
138,128.6025,35.2176,12,17,4.255059648,1.095220069,-4.616473719,1.576689173,42.16018164,0.024422133
138,128.6025,35.2176,13,13,4.907885084,1.375178553,-4.493318827,1.604957901,39.94213878,0.020597568
138,128.6025,35.2176,14,16,4.952677309,1.980271134,-3.767741482,1.597341347,40.64968399,0.016431663
138,128.6025,35.2176,15,18,4.861008145,1.840553631,-3.82936072,1.58484082,41.4860114,0.011079898
138,128.6025,35.2176,16,17,4.078927093,2.109231181,-4.276020098,1.640851589,42.92753043,0.005003652
138,128.6025,35.2176,17,24,3.261991862,2.133989314,-3.295031349,1.494391642,45.06771041,0.004082042
138,128.6025,35.2176,18,31,2.089194352,1.622491893,-2.594500009,1.203165975,49.19122696,0.006930042
138,128.6025,35.2176,19,29,0.955246445,1.265831827,-1.303291575,0.76739992,54.10503929,0.004662474
138,128.6025,35.2176,20,28,0.045196003,1.512379678,-0.626708649,0.613957896,57.4127018,0.009721072
138,128.6025,35.2176,21,30,-0.814985958,1.149228829,-0.338342917,0.603719932,60.55695961,0.00819185
138,128.6025,35.2176,22,27,-1.722468395,0.923273768,-0.629113437,0.463326011,63.8140458,0.005942383
138,128.6025,35.2176,23,28,-2.226654615,0.4858939,-0.433200937,0.255051446,65.39246711,0.003640762
138,128.6025,35.2176,24,29,-2.763734575,0.992979069,0.12553612,0.374794231,67.03572302,0.004625076
139,128.5033,35.2259,1,21,-1.723968125,0.21552151,-1.055422433,0.229845156,63.84973226,0.026106793
139,128.5033,35.2259,2,17,-1.2044092,0.336897055,-1.091890324,0.205453269,64.05908609,0.025256009
139,128.5033,35.2259,3,23,-0.288055809,0.488923973,-1.472109223,0.287134359,62.68658821,0.010502117
139,128.5033,35.2259,4,25,-0.384533274,0.532458309,-1.003293398,0.378551535,66.6617616,0.009865462
139,128.5033,35.2259,5,17,-1.335479756,0.626012818,-1.193343439,0.361162544,70.4372415,0.019194545
139,128.5033,35.2259,6,28,-1.561875317,0.674979724,-0.936004131,0.313911832,73.59554366,0.020002758
139,128.5033,35.2259,7,23,-1.962362688,0.65551774,-1.204601032,0.393601367,73.5353002,0.023549246
139,128.5033,35.2259,8,23,-0.969218798,0.664514623,-1.610583409,0.564888866,69.63808669,0.025795456
139,128.5033,35.2259,9,24,1.295729291,0.90355831,-2.347055191,0.829661086,60.85837861,0.015291565
139,128.5033,35.2259,10,28,2.839546425,1.150605548,-3.960679244,1.397675429,51.95841234,0.022039914
139,128.5033,35.2259,11,25,3.594846883,1.720763309,-3.79377891,1.546217027,45.93791458,0.016627253
139,128.5033,35.2259,12,17,4.069432212,1.200704604,-4.541988395,1.5984582,44.62534232,0.025718642
139,128.5033,35.2259,13,22,4.660086405,1.438785776,-4.267222711,1.605987067,42.67587694,0.021271963
139,128.5033,35.2259,14,20,4.743889416,2.089691198,-3.831033027,1.620824585,43.03525221,0.017053522
139,128.5033,35.2259,15,21,4.479436554,2.014992562,-4.192965735,1.625635447,44.61588085,0.011404224
139,128.5033,35.2259,16,24,3.770592794,2.255603311,-4.039706511,1.649940587,45.3216697,0.005014431
139,128.5033,35.2259,17,28,3.00605035,2.341372305,-3.33560914,1.512918686,47.35697459,0.004038962
139,128.5033,35.2259,18,31,1.916666113,1.750845645,-2.669059335,1.211515573,51.26407667,0.006475362
139,128.5033,35.2259,19,34,0.774227825,1.373333425,-1.42258717,0.773500044,56.25115633,0.004435609
139,128.5033,35.2259,20,36,-0.142373397,1.600428223,-0.904234345,0.616697554,59.01200057,0.009068624
139,128.5033,35.2259,21,31,-0.970259623,1.205264031,-0.580895694,0.594931319,62.27398753,0.007708017
139,128.5033,35.2259,22,34,-1.926336103,0.950256753,-0.699868893,0.4446277,65.70882541,0.005680858
139,128.5033,35.2259,23,33,-2.485143333,0.567658733,-0.588633222,0.246111872,68.12547974,0.003613082
139,128.5033,35.2259,24,36,-2.944965519,0.915460531,-0.387308558,0.341663463,69.47457976,0.004534403
140,129.4184,35.5028,1,6,1.150695127,0.450717204,-1.373248168,0.515576539,30.84710172,0.017341984
140,129.4184,35.5028,2,7,0.905004949,0.479662032,-1.751873479,0.647877083,33.70926229,0.018446603
140,129.4184,35.5028,3,10,1.211370945,0.085715795,-1.869875757,0.683268751,40.52464472,0.008902309
140,129.4184,35.5028,4,15,1.918676831,0.520751433,-2.277067108,0.768631364,43.74117497,0.011216371
140,129.4184,35.5028,5,23,2.041103968,0.509084233,-2.111862972,0.821446487,48.20805128,0.018999965
140,129.4184,35.5028,6,17,1.799566229,0.869424677,-2.294889192,1.001850651,52.48551827,0.018123836
140,129.4184,35.5028,7,14,1.26498944,0.62401033,-1.46853814,0.802147574,57.90236875,0.02260153
140,129.4184,35.5028,8,15,1.410564392,0.228066693,-1.238166784,0.748279715,56.72464767,0.024773281
140,129.4184,35.5028,9,14,2.633273468,0.335003939,-1.525264288,0.946781218,52.19856788,0.015921028
140,129.4184,35.5028,10,15,3.536166213,0.58338238,-2.076351611,1.243022141,44.3101987,0.01882664
140,129.4184,35.5028,11,19,4.494474701,0.356094691,-2.646178846,1.303590867,38.41500764,0.013113678
140,129.4184,35.5028,12,20,5.790128282,0.443457352,-3.288462761,1.413916751,30.7051666,0.019033654
140,129.4184,35.5028,13,20,6.457587434,0.307055245,-3.006516201,1.408664676,27.96101065,0.019508368
140,129.4184,35.5028,14,20,7.02740874,1.07738118,-3.258368436,1.498562869,26.08225181,0.014517274
140,129.4184,35.5028,15,17,6.9232658,0.723890085,-3.7722189,1.513077101,25.78761143,0.010050035
140,129.4184,35.5028,16,15,6.24532289,1.881963942,-2.55207474,1.470684134,29.29664136,0.005585808
140,129.4184,35.5028,17,19,4.378230042,2.326903794,-1.686578807,1.385290203,33.64728782,0.004914469
140,129.4184,35.5028,18,21,3.004370337,1.988957692,-2.807486551,1.288069654,37.54973765,0.012704516
140,129.4184,35.5028,19,26,2.280939695,1.82254389,-3.751469023,1.276878827,40.25857,0.007523885
140,129.4184,35.5028,20,27,1.695231999,1.520076406,-2.270879394,1.17143105,42.33631844,0.018259547
140,129.4184,35.5028,21,33,1.344622832,1.594677888,-1.587575842,1.102974983,44.11294844,0.014723427
140,129.4184,35.5028,22,32,0.924283618,1.238664767,-0.840421268,0.907845317,44.73370582,0.00957215
140,129.4184,35.5028,23,31,0.290534708,1.438217349,-1.111686461,0.899384708,46.39535504,0.004335734
140,129.4184,35.5028,24,34,-0.063590043,0.872494153,-0.638548567,0.650108334,48.39214292,0.006221994
141,129.3205,35.5563,1,11,-0.543063959,0.225858526,-1.038029021,0.391575786,36.84255353,0.017654365
141,129.3205,35.5563,2,11,-0.680066956,0.279282838,-1.364837851,0.493109615,39.12455717,0.018725309
141,129.3205,35.5563,3,14,0.07423974,0.040485821,-1.203304004,0.53931751,44.78636863,0.008933668
141,129.3205,35.5563,4,12,0.878743142,0.365379962,-1.594182629,0.611679123,48.14650308,0.011262518
141,129.3205,35.5563,5,14,1.080668848,0.445023756,-1.3947367,0.712746047,52.17089226,0.019538183
141,129.3205,35.5563,6,15,0.864602691,0.652361318,-1.791152607,0.885538224,55.90605204,0.018581965
141,129.3205,35.5563,7,18,0.533341081,0.356155595,-1.203139996,0.698881394,59.84129589,0.023155674
141,129.3205,35.5563,8,21,0.701929721,0.146149316,-1.04299944,0.700278324,58.61528905,0.02535097
141,129.3205,35.5563,9,21,1.936166025,0.288880583,-1.486557363,0.922930314,54.56262161,0.016104122
141,129.3205,35.5563,10,24,3.085514512,0.478096016,-2.089693181,1.223377973,46.55665459,0.019346495
141,129.3205,35.5563,11,19,4.022597831,0.373134087,-2.905607468,1.325505571,40.14094791,0.013429126
141,129.3205,35.5563,12,21,5.092682646,0.515559042,-3.417345176,1.422258397,33.64670164,0.019669349
141,129.3205,35.5563,13,26,5.770391356,0.471630493,-3.14796481,1.426603943,31.05561881,0.019983573
141,129.3205,35.5563,14,22,6.308055423,1.15138263,-3.981994231,1.533397562,29.4550775,0.014823408
141,129.3205,35.5563,15,18,6.286093478,0.804978305,-3.648611946,1.5100724,29.56864437,0.01005408
141,129.3205,35.5563,16,16,5.348582612,2.0266637,-2.763392416,1.491842835,32.95133368,0.005414457
141,129.3205,35.5563,17,16,3.722455707,2.220883005,-1.844598906,1.39218419,36.62323242,0.004690974
141,129.3205,35.5563,18,24,2.414304153,1.869154849,-2.36536021,1.269853721,40.2455559,0.011954557
141,129.3205,35.5563,19,27,1.654424318,1.664001297,-2.755838991,1.219780089,42.97362996,0.007077079
141,129.3205,35.5563,20,32,1.09311911,1.39046374,-1.757589334,1.118020976,44.74631314,0.017179075
141,129.3205,35.5563,21,35,0.71181827,1.391336189,-1.23775955,1.077611585,46.19920053,0.013903792
141,129.3205,35.5563,22,28,0.313814779,1.088118583,-0.805309786,0.885337264,47.04922426,0.009026087
141,129.3205,35.5563,23,34,-0.365136117,1.171909688,-0.793254606,0.82829909,48.7230433,0.004120623
141,129.3205,35.5563,24,34,-0.898479753,0.734681522,-0.791083986,0.602929938,50.89909027,0.005889692
142,129.339,35.4973,1,18,0.496826841,0.316917155,-1.256511101,0.432400197,33.90687444,0.017674227
142,129.339,35.4973,2,17,0.305846653,0.360629173,-1.574475781,0.558258603,36.35979144,0.018727951
142,129.339,35.4973,3,15,0.678494266,0.011151454,-1.367878693,0.585166419,42.34327765,0.008904798
142,129.339,35.4973,4,20,1.407342424,0.405329201,-1.897478293,0.670124305,45.26377085,0.011047352
142,129.339,35.4973,5,18,1.523441891,0.398107218,-1.804664479,0.745306557,49.89333688,0.019058943
142,129.339,35.4973,6,17,1.341192995,0.655379515,-2.114232391,0.926905818,53.53233787,0.018203913
142,129.339,35.4973,7,16,0.983602107,0.456783353,-1.388970857,0.734792954,57.64020654,0.022631956
142,129.339,35.4973,8,22,1.169607784,0.118443864,-1.323492443,0.712492982,56.36735185,0.024840071
142,129.339,35.4973,9,18,2.43504789,0.2542329,-1.772442821,0.943949639,51.97234579,0.01580811
142,129.339,35.4973,10,22,3.449480315,0.528873144,-2.295880303,1.240812135,44.37700846,0.019014766
142,129.339,35.4973,11,21,4.410640691,0.345276735,-3.014215109,1.318362987,38.0967614,0.013258263
142,129.339,35.4973,12,24,5.54740682,0.37934856,-3.588899837,1.421441588,31.20763655,0.019385984
142,129.339,35.4973,13,22,6.244161771,0.36493287,-3.196556249,1.418532619,28.5235717,0.019595055
142,129.339,35.4973,14,19,6.767196358,1.010453856,-3.936389293,1.520687459,26.78520781,0.014630021
142,129.339,35.4973,15,18,6.755184371,0.60953854,-3.852945392,1.508098658,26.74271131,0.010041864
142,129.339,35.4973,16,17,5.957854029,1.866276582,-2.752207697,1.47668622,30.06749253,0.005459295
142,129.339,35.4973,17,18,4.232411418,2.293510592,-1.75433939,1.387212979,34.2615954,0.00475913
142,129.339,35.4973,18,23,2.845241605,1.909964812,-2.503175489,1.254182449,38.02208425,0.012001498
142,129.339,35.4973,19,29,2.087952831,1.691513438,-3.016846739,1.214555405,40.77617457,0.007145447
142,129.339,35.4973,20,29,1.490005042,1.401113925,-2.059534381,1.118553221,42.7149373,0.017227789
142,129.339,35.4973,21,32,1.120492959,1.441587187,-1.165540498,1.067653694,44.3086495,0.013930562
142,129.339,35.4973,22,31,0.695787531,1.220548667,-0.691002081,0.874234205,44.8432199,0.009093675
142,129.339,35.4973,23,36,0.046017136,1.279494078,-0.911345978,0.837369221,46.42289132,0.004192175
142,129.339,35.4973,24,29,-0.391855799,0.780708877,-0.753480577,0.590691607,48.56215485,0.005967317
143,129.3671,35.5156,1,15,0.536267634,0.360881885,-1.234568369,0.457634158,33.32402714,0.017516472
143,129.3671,35.5156,2,14,0.329538145,0.40944323,-1.542151528,0.581726397,35.87421566,0.018598563
143,129.3671,35.5156,3,13,0.753164893,0.049458463,-1.480257238,0.613807998,42.23129144,0.008904668
143,129.3671,35.5156,4,14,1.489617727,0.446634894,-1.863143395,0.694258571,45.36211824,0.011168581
143,129.3671,35.5156,5,17,1.63321056,0.463832347,-1.73443338,0.764258379,49.7551107,0.019150068
143,129.3671,35.5156,6,16,1.432070181,0.775577058,-2.089545927,0.951004402,53.55899318,0.018259309
143,129.3671,35.5156,7,18,1.015633635,0.513425954,-1.344699918,0.75345956,58.41528513,0.022746424
143,129.3671,35.5156,8,19,1.177025149,0.169265495,-1.168632673,0.718757842,57.23806797,0.024936075
143,129.3671,35.5156,9,22,2.42130132,0.31311328,-1.577119014,0.939059206,52.77738842,0.015924053
143,129.3671,35.5156,10,21,3.413656501,0.55980325,-2.080492264,1.23687529,45.05507173,0.019012809
143,129.3671,35.5156,11,20,4.364524839,0.356572371,-2.770927816,1.309527883,38.83506487,0.013233337
143,129.3671,35.5156,12,17,5.551356249,0.425381291,-3.449553295,1.41729425,31.53109721,0.019299949
143,129.3671,35.5156,13,21,6.229508001,0.388677656,-3.060076025,1.414261264,28.79683656,0.019650631
143,129.3671,35.5156,14,16,6.787572825,1.080526667,-3.655898464,1.513260999,27.03814128,0.014624623
143,129.3671,35.5156,15,15,6.743836636,0.682241741,-3.721942297,1.507512655,26.91655992,0.010041762
143,129.3671,35.5156,16,18,5.964343688,1.932493267,-2.579968181,1.476868416,30.38607268,0.005496154
143,129.3671,35.5156,17,16,4.197670994,2.300040106,-1.772110445,1.386292702,34.52390111,0.004802383
143,129.3671,35.5156,18,24,2.838909313,1.936107444,-2.649349716,1.273567265,38.28723333,0.012277025
143,129.3671,35.5156,19,25,2.098304465,1.739339407,-3.23231579,1.243640571,41.02315975,0.007281209
143,129.3671,35.5156,20,29,1.514446328,1.452177969,-2.138611709,1.143286011,42.97059249,0.017637615
143,129.3671,35.5156,21,35,1.152282585,1.517521932,-1.440934772,1.088940203,44.63568925,0.014248143
143,129.3671,35.5156,22,32,0.7293244,1.194033518,-0.806562693,0.890099384,45.31595979,0.009270184
143,129.3671,35.5156,23,33,0.087329326,1.339929699,-0.932207563,0.863721841,46.91505434,0.004229611
143,129.3671,35.5156,24,31,-0.333494231,0.808440382,-0.758980825,0.618857807,49.00994768,0.006048529
144,129.3318,35.5444,1,13,-0.24419799,0.259238894,-1.095235274,0.40854395,35.85855615,0.017621409
144,129.3318,35.5444,2,12,-0.400552063,0.31069259,-1.414969615,0.516435797,38.2189841,0.018695365
144,129.3318,35.5444,3,12,0.261049985,0.039412715,-1.27118139,0.558587278,44.06365322,0.008924183
144,129.3318,35.5444,4,17,1.047105658,0.383824906,-1.664881295,0.633144639,47.36960329,0.011228983
144,129.3318,35.5444,5,14,1.226403427,0.446466322,-1.483443673,0.725065288,51.51223191,0.019424584
144,129.3318,35.5444,6,13,1.013925243,0.682543529,-1.87375057,0.902305429,55.27459682,0.018487765
144,129.3318,35.5444,7,12,0.661460334,0.392496238,-1.242811399,0.712280631,59.41968484,0.023034968
144,129.3318,35.5444,8,21,0.829143998,0.14825502,-1.084664094,0.704817307,58.19493634,0.025229718
144,129.3318,35.5444,9,25,2.066550713,0.290785575,-1.526031758,0.927477253,54.04727935,0.016046472
144,129.3318,35.5444,10,20,3.174590134,0.495838585,-2.100382285,1.227049107,46.11331372,0.019252536
144,129.3318,35.5444,11,19,4.114829861,0.367144581,-2.876376622,1.321351382,39.75127301,0.013374372
144,129.3318,35.5444,12,22,5.214743502,0.487612284,-3.424724382,1.420416798,33.04677016,0.019569225
144,129.3318,35.5444,13,21,5.893254757,0.447723636,-3.115637625,1.422848077,30.40705956,0.01988667
144,129.3318,35.5444,14,21,6.437494507,1.125583802,-3.904470883,1.527937808,28.76000158,0.014766916
144,129.3318,35.5444,15,14,6.409980187,0.763938456,-3.667227441,1.509077032,28.81640127,0.010049056
144,129.3318,35.5444,16,16,5.514871831,1.991861632,-2.714470902,1.487039327,32.22913071,0.005433909
144,129.3318,35.5444,17,12,3.851231071,2.238223968,-1.816375546,1.389734081,36.0313521,0.004718361
144,129.3318,35.5444,18,22,2.527519778,1.882240748,-2.417537617,1.268877957,39.69189174,0.01202826
144,129.3318,35.5444,19,29,1.772183963,1.67781095,-2.863997455,1.224376378,42.42517851,0.007125333
144,129.3318,35.5444,20,38,1.204630796,1.402800191,-1.848128406,1.123453487,44.2430442,0.017283075
144,129.3318,35.5444,21,36,0.82897813,1.421317958,-1.280278606,1.079785185,45.74408618,0.013981315
144,129.3318,35.5444,22,35,0.424310888,1.115116079,-0.800213896,0.885884294,46.54515021,0.009083062
144,129.3318,35.5444,23,30,-0.247062754,1.212808109,-0.831308057,0.836051663,48.20093166,0.004147627
144,129.3318,35.5444,24,36,-0.749450268,0.751468546,-0.77644212,0.605383331,50.35703981,0.005928025
145,129.3081,35.5347,1,9,-0.37679986,0.218283265,-1.067087506,0.382835813,36.63704576,0.017750346
145,129.3081,35.5347,2,13,-0.51182117,0.272861591,-1.412327796,0.491866856,38.89854073,0.01880348
145,129.3081,35.5347,3,11,0.135740402,0.019684081,-1.191100365,0.529956285,44.37433992,0.008929672
145,129.3081,35.5347,4,9,0.9209297,0.355464668,-1.646509882,0.605880257,47.45477234,0.011151262
145,129.3081,35.5347,5,9,1.0946475,0.396813884,-1.493749692,0.704513396,51.7419451,0.019395457
145,129.3081,35.5347,6,17,0.904332012,0.591709029,-1.852742753,0.878497232,55.31380051,0.018477817
145,129.3081,35.5347,7,15,0.60164302,0.354642336,-1.227814759,0.693509452,59.02266009,0.022989764
145,129.3081,35.5347,8,23,0.795951936,0.121062587,-1.114438215,0.693706516,57.78595157,0.025198139
145,129.3081,35.5347,9,16,2.049759438,0.263485868,-1.592610797,0.926497145,53.63572959,0.015981605
145,129.3081,35.5347,10,16,3.173274375,0.49796837,-2.17062795,1.226580475,45.82477029,0.019285985
145,129.3081,35.5347,11,19,4.127510609,0.380744827,-3.017605211,1.32599732,39.35184922,0.013412344
145,129.3081,35.5347,12,23,5.188139631,0.484858124,-3.504223548,1.423395214,32.91094843,0.019667242
145,129.3081,35.5347,13,20,5.879677798,0.457502525,-3.204850432,1.426395612,30.33056921,0.019877528
145,129.3081,35.5347,14,20,6.393087153,1.101015954,-4.137800691,1.535167397,28.71975304,0.014791081
145,129.3081,35.5347,15,17,6.396857891,0.741304831,-3.749785586,1.508890719,28.83234625,0.010052527
145,129.3081,35.5347,16,17,5.484285833,1.985028197,-2.829113353,1.489180987,32.14878913,0.005402252
145,129.3081,35.5347,17,17,3.856009455,2.245148841,-1.854775313,1.393138952,35.92293675,0.004679295
145,129.3081,35.5347,18,26,2.519140155,1.873199638,-2.361502228,1.257445048,39.56955264,0.011807158
145,129.3081,35.5347,19,26,1.751722072,1.66143463,-2.727378542,1.204164853,42.31425186,0.007013001
145,129.3081,35.5347,20,26,1.174220695,1.372655757,-1.786410894,1.10363549,44.11843026,0.01695642
145,129.3081,35.5347,21,33,0.790611229,1.348738976,-1.071961647,1.061332206,45.57554015,0.01372882
145,129.3081,35.5347,22,33,0.388634383,1.118249628,-0.703988685,0.870916367,46.27344209,0.008939122
145,129.3081,35.5347,23,33,-0.291336297,1.171746832,-0.749985428,0.813367108,47.93309453,0.004113037
145,129.3081,35.5347,24,33,-0.817253197,0.727438479,-0.761427039,0.582419183,50.13527263,0.005858727
146,129.3145,35.4348,1,13,0.999777287,0.289697581,-1.405752246,0.422240034,33.27542048,0.017917725
146,129.3145,35.4348,2,13,0.798811309,0.322730744,-1.685818113,0.560524845,35.58098055,0.018912713
146,129.3145,35.4348,3,15,0.921393856,-0.033082235,-1.338368413,0.577498565,41.22403706,0.008895967
146,129.3145,35.4348,4,15,1.593280982,0.378174893,-2.11876383,0.674720289,43.78549706,0.010769796
146,129.3145,35.4348,5,17,1.614566117,0.304095064,-2.094047024,0.74224253,49.12767577,0.018650034
146,129.3145,35.4348,6,15,1.45935764,0.503922147,-2.289554039,0.918118134,52.61159072,0.017911023
146,129.3145,35.4348,7,14,1.158786969,0.392788381,-1.627750062,0.733510509,55.40651139,0.022170435
146,129.3145,35.4348,8,17,1.36953625,0.052947219,-1.723761341,0.720861073,53.98376879,0.024407085
146,129.3145,35.4348,9,16,2.675647463,0.141602578,-2.267469949,0.971710494,49.63750359,0.015484989
146,129.3145,35.4348,10,20,3.665156998,0.481193262,-2.812667878,1.263257125,42.13443216,0.018816413
146,129.3145,35.4348,11,22,4.653265297,0.32274043,-3.423051193,1.334622714,35.99286666,0.013194383
146,129.3145,35.4348,12,21,5.73717006,0.261096403,-3.74101683,1.424991168,29.79721731,0.019331553
146,129.3145,35.4348,13,19,6.445689346,0.26635116,-3.374203185,1.421954761,27.20403375,0.019292669
146,129.3145,35.4348,14,16,6.917757414,0.810463148,-4.187001944,1.521910849,25.36446959,0.01452392
146,129.3145,35.4348,15,10,6.925821107,0.430922043,-4.058983092,1.509192375,25.36942324,0.01004532
146,129.3145,35.4348,16,17,6.173302276,1.633473864,-3.020011631,1.468266206,28.451741,0.005448327
146,129.3145,35.4348,17,13,4.499494674,2.200927831,-1.785887225,1.380082323,32.96215678,0.004755372
146,129.3145,35.4348,18,17,3.032046706,1.837038338,-2.238681289,1.212032888,36.82916102,0.011694351
146,129.3145,35.4348,19,23,2.259506454,1.591565332,-2.725228808,1.162949496,39.49473887,0.007026076
146,129.3145,35.4348,20,22,1.634920317,1.315415293,-2.076917834,1.087918035,41.51278298,0.01675453
146,129.3145,35.4348,21,26,1.24619465,1.332307106,-0.887611278,1.038457045,43.14742855,0.013558508
146,129.3145,35.4348,22,25,0.800985547,1.338770782,-0.577745827,0.857862849,43.34584415,0.00892326
146,129.3145,35.4348,23,28,0.158282765,1.233512834,-1.052248639,0.809976498,44.7895729,0.004197662
146,129.3145,35.4348,24,26,-0.23599668,0.77837684,-0.736437294,0.553275343,46.899954,0.005922155
147,129.2608,35.5593,1,16,-1.28442326,0.102166539,-0.87920519,0.315847396,39.91808912,0.017951425
147,129.2608,35.5593,2,15,-1.337171896,0.169553969,-1.286652838,0.409999875,41.86697624,0.018977818
147,129.2608,35.5593,3,12,-0.476464656,0.011045822,-0.976183377,0.452531879,46.48664919,0.008968914
147,129.2608,35.5593,4,15,0.346848082,0.291515638,-1.443581474,0.52340788,49.41529281,0.011191553
147,129.2608,35.5593,5,14,0.603961311,0.344079539,-1.28539574,0.653737471,53.49869125,0.019694342
147,129.2608,35.5593,6,17,0.434415708,0.436250557,-1.611401245,0.813723359,56.77957911,0.018737747
147,129.2608,35.5593,7,18,0.225077673,0.24948544,-1.063241873,0.642368902,59.805462,0.023294455
147,129.2608,35.5593,8,21,0.454242383,0.107035132,-0.969326503,0.669339995,58.61979242,0.025513628
147,129.2608,35.5593,9,20,1.722575742,0.257170535,-1.45353846,0.910279981,54.58341399,0.016101583
147,129.2608,35.5593,10,26,2.95183404,0.484114026,-2.107533566,1.213919049,46.7422277,0.019578399
147,129.2608,35.5593,11,25,3.916704831,0.429474313,-3.174158856,1.338175637,39.96339737,0.013601258
147,129.2608,35.5593,12,20,4.87831888,0.574762351,-3.539754624,1.431086608,34.19496069,0.020028387
